\fixlen = T
\RowsRetrieved = 1426
\ hjd (d)
\ mjd (d)
\ mag (mag)
\ magerr (mag)
\ ra (deg)
\ dec (deg)
\ limitmag (mag)
\ magzp (mag)
\ magzprms (mag)
\ exptime (s)
\
|oid            |expid    |hjd               |mjd               |mag       |magerr      |catflags|filtercode|ra                |dec               |chi        |sharp         |filefracday   |field|ccdid|qid |limitmag  |magzp     |magzprms    |clrcoeff     |clrcounc      |exptime|airmass   |programid|
|long           |int      |double            |double            |float     |float       |int     |char      |double            |double            |float      |float         |long          |int  |int  |int |float     |float     |float       |float        |float         |float  |float     |int      |
|               |         |d                 |d                 |mag       |mag         |        |          |deg               |deg               |           |              |              |     |     |    |mag       |mag       |mag         |             |              |s      |          |         |
|null           |null     |nan               |nan               |nan       |nan         |null    |null      |nan               |nan               |nan        |nan           |null          |null |null |null|nan       |nan       |nan         |nan          |nan           |nan    |nan       |null     |
 722115300002899  44938226 2458203.8845657622 58203.382268500000 14.8983612 0.0109023908        0 zg         242.39920710000000 42.894617600000000 0.342999995 -0.00899999961 20180326382245   722    15    3 21.0300007 26.3153019 0.0305205397 -0.0538494624 1.67359885E-05    30.0 1.17999995         2 
 722115300002899  44941275 2458203.9150527800 58203.412754600000 14.7810431 0.0108975535        0 zg         242.39920400000000 42.894627300000000 0.629999995 -0.03299999982 20180326412720   722    15    3 21.3099995 26.3377361 0.0271131881 -0.0438883714 1.23900045E-05    30.0 1.09200001         2 
 722115300002899  45040177 2458204.9040979310 58204.401770800000 14.8299685 0.0108981282        0 zg         242.39918840000000 42.894620300000000 0.361000001  0.00200000009 20180327401748   722    15    3 20.6399994 26.3597679 0.0348454528 -0.0897897407 2.43608356E-05    30.0 1.11199999         2 
 722115300002899  45043637 2458204.9387054453 58204.436377300000 14.8453979 0.0108987316        0 zg         242.39920640000000 42.894613900000000 0.517000020 -0.01099999994 20180327436354   722    15    3 20.7399998 26.3681526 0.0345286988 -0.0755637735 2.25245658E-05    30.0 1.04400003         2 
 722115300002899  45045086 2458204.9531966676 58204.450868100000 14.9944067 0.0109156445        0 zg         242.39920740000000 42.894623500000000 0.519999981  0.00300000003 20180327450845   722    15    3 20.6800003 26.3685398 0.0366538577 -0.0658262148 2.68633048E-05    30.0 1.02600002         2 
 722115300002899  45046398 2458204.9663104490 58204.463981500000 15.0738068 0.0109335063        0 zg         242.39920840000000 42.894625200000000 0.681999981 -0.00400000019 20180327463970   722    15    3 21.2299995 26.3742142 0.0282133669 -0.0653387904 1.35705714E-05    30.0 1.01600003         1 
 722115300002899  45046494 2458204.9672710770 58204.464942100000 15.0837021 0.0109361950        0 zg         242.39919990000000 42.894624300000000 0.587000012 -0.01899999939 20180327464919   722    15    3 21.3400002 26.3751469 0.0268225744 -0.0795340091 1.21173307E-05    30.0 1.01499999         2 
 722115300002899  45049739 2458204.9997257157 58204.497395800000 14.9548426 0.0109091168        0 zg         242.39920730000000 42.894619600000000 0.776000023 -0.00499999989 20180327497396   722    15    3 20.9200001 26.3589306 0.0441738293 -0.0624128170 3.62926112E-05    30.0 1.00899994         2 
 722115300002899  45049832 2458205.0006517423 58204.498321800000 14.9453287 0.0109077748        0 zg         242.39920070000000 42.894635700000000 0.523999989 -0.00300000003 20180327498310   722    15    3 21.0200005 26.3653774 0.0345848761 -0.0613827072 2.09243208E-05    30.0 1.00899994         1 
 722115300002899  45050226 2458205.0045985566 58204.502268500000 14.9104652 0.0109035829        0 zg         242.39919450000000 42.894626100000000 0.723999977 -0.00300000003 20180327502257   722    15    3 21.4099998 26.3694420 0.0274591967 -0.0732516423 1.27670264E-05    30.0 1.00999999         2 
 722115300002899  45140591 2458205.9082702864 58205.405914400000 14.7851372 0.0108975247        0 zg         242.39921060000000 42.894635400000000 0.388000011  0.00000000000 20180328405891   722    15    3 19.8099995 26.1761856 0.0396993309 -0.0430289246 5.72044482E-05    30.0 1.09599996         2 
 722115300002899  45145215 2458205.9545100103 58205.452152800000 15.0137005 0.0109193893        0 zg         242.39920340000000 42.894622300000000 0.300000012 -0.00400000019 20180328452118   722    15    3 20.7500000 26.3432846 0.0342130512 -0.0585803054 2.20629627E-05    30.0 1.02300000         2 
 722115300002899  45146208 2458205.9644407920 58205.462083300000 15.0743856 0.0109336590        0 zg         242.39920430000000 42.894630900000000 0.497999996 -0.03900000080 20180328462072   722    15    3 20.8299999 26.3341980 0.0318599381 -0.0482358150 1.88762606E-05    30.0 1.01499999         2 
 722115300002899  45148096 2458205.9833186273 58205.480960600000 15.0712671 0.0109328320        0 zg         242.39919630000000 42.894633400000000 0.842000008 -0.04399999976 20180328480949   722    15    3 20.8999996 26.3420105 0.0318771675 -0.0512948185 1.79126801E-05    30.0 1.00800002         2 
